32x aburner	冲破火网2 (欧洲)
snes choplft3up	直升机3-生存营救 (美国, 原型版)
snes chuckrck	呆呆原始人 (欧洲)
snes chuckrcku	呆呆原始人 (美国)
snes chuckrckup	呆呆原始人 (美国, 原型版)
snes circuit	美国巡回赛 (日本)
snes civiliz	文明帝国美版 (美国)
snes civilizj	文明帝国美版 (日本)
snes civilizp	文明帝国美版 (美国, 原型版)
snes classro2	经典之路2 (日本)
snes classrod	经典之路 (日本)
snes clayfght	黏土战士 (欧洲)
snes clayfghtp	黏土战士 (欧洲, 原型版)
snes clayfghtu	黏土战士 (美国)
snes clayfgt2	黏土战士2 (欧洲)
snes clayfgt2u	黏土战士2 (美国)
snes clayfgt2up	黏土战士2 (美国, 原型版)
snes clayfgte	黏土战士-锦标赛版 (美国)
snes claymate	黏土助手 (欧洲)
snes claymatep	黏土助手 (欧洲, 原型版)
snes claymatep1	黏土助手 (欧洲, 原型版, 替换版)
snes claymateu	黏土助手 (美国)
snes claymateus	黏土助手 (美国, 样本)
snes cliffh	绝岭雄风 (欧洲)
snes cliffhu	绝岭雄风 (美国)
snes clocktow	钟楼惊魂记 (日本)
snes clocktowp	钟楼惊魂记 (日本, 原型版)
snes clockwer	时钟职人 (日本)
snes clue	线索 (美国)
snes collfoot	美国大学橄榄球'97-新奥尔良之路 (美国)
snes collslam	大学联盟篮球 (美国)
snes collslamp	大学联盟篮球 (美国, 最终 原型版)
snes columns	宝石纵列 (日本, NP)
snes computer	脑力解析-必胜马券 (日本)
snes conflict	超级冲突-中东地区 (欧洲)
snes conflictu	超级冲突-中东地区 (美国)
snes congo	刚果惊魂-金刚的秘密 (美国, 原型版)
snes congocap	战斗原始人2 (欧洲)
snes congocapp	战斗原始人2 (原型版)
snes congocapu	战斗原始人2 (美国)
snes connors	吉米康纳斯-专业网球巡回赛 (欧洲)
snes connorsf	吉米康纳斯-专业网球巡回赛 (法国)
snes connorsg	吉米康纳斯-专业网球巡回赛 (德国)
snes connorsgp	吉米康纳斯-专业网球巡回赛 (德国, 原型版)
snes connorsj	吉米康纳斯-专业网球巡回赛 (日本)
snes connorsu	吉米康纳斯-专业网球巡回赛 (美国)
snes contra3	魂斗罗3-异形战争 (美国)
snes contra3p2	魂斗罗3-异形战争 (美国, 原型版, 替换版)
snes contrasp	魂斗罗 - 精神 (日本)
snes contraspd	魂斗罗 - 精神 (日本, 演示版)
snes conveni	条码战记 (日本)
snes coolsknk	臭鼬库里 (日本, 原型版)
snes coolspot	七喜酷小子 (欧洲)
snes coolspotj	七喜酷小子 (日本)
snes coolspotu	七喜酷小子 (美国)
snes coolspotup	七喜酷小子 (美国, 原型版)
snes coolwrld	酷世界 (美国)
snes coolwrlds	酷世界 (西班牙)
snes cornbust	玉米克星
snes cornbustp	玉米克星 (欧洲, 原型版)
snes coronlnd	科隆大陆 (日本)
snes cosmogng	世界主义团-视频游戏 (日本)
snes cosmopzl	世界主义团-解谜游戏 (日本)
snes crashdum	不可思议之人偶 (欧洲)
snes crashdumj	不可思议之人偶 (日本)
snes crashdumu	不可思议之人偶 (美国)
snes crashdumup	不可思议之人偶 (美国, 原型版)
snes crayon	蜡笔小新 - 幼稚园风云儿 (日本)
snes crayon2	蜡笔小新 2 - 大魔王之逆袭 (日本)
snes crystalb	水晶之沙-地牢探险家 (日本)
snes ctribe	战斗部落 (美国)
snes ctribej	战斗部落 (日本)
snes ctrigger	时空之轮 (美国)
snes ctriggerj	时空之轮 (日本)
snes ctriggerja	时空之轮 (日本, 替换版)
snes ctriggerjs	时空之轮 (日本, 样本)
snes ctrltest	手柄测试 (日本)
snes ctsuba3	天使之翼 3 - 皇帝的挑战 (日本)
snes ctsuba4	天使之翼 4 - 职业的竞争者 (日本)
snes ctsuba5	天使之翼 5 - 霸者的称号冠军 (日本)
snes ctsubaj	天使之翼 J - 世界青年冠军之路 (日本)
snes cuonpa	酷昂啪 (日本)
snes cutthr	割喉岛 (欧洲)
snes cutthrp	割喉岛 (欧洲, 最终 原型版)
snes cutthru	割喉岛 (美国)
snes cvaniadx	恶魔城-德古拉X (美国)
snes cvaniadxp	恶魔城-德古拉X (美国, 最终 原型版)
snes cvaniavk	恶魔城-吸血鬼之吻 (欧洲)
snes cybernat	机动装甲 (欧洲)
snes cybernatu	机动装甲 (美国)
snes cybernatup	机动装甲 (美国, 原型版 199211)
snes cyborg9	无敌超人 009 (日本)
snes cyborg9p	无敌超人 009 (日本, 原型版)
snes cybrspin	电子回旋 (美国)
snes cyknigh2	电子骑士 2 (日本)
snes cyknight	电子骑士 (日本)
snes daffy	达菲鸭-火星任务 (欧洲)
snes daffyu	达菲鸭-火星任务 (美国)
snes daibakjd	大爆笑人生剧场-青春篇 (日本)
snes daibakjg	大爆笑人生剧场 (日本)
snes daibakjo	大爆笑人生剧场-大江戶日记 (日本)
snes daibakjz	大爆笑人生剧场-无常篇 (日本)
snes daibakjznp	大爆笑人生剧场-无常篇 (日本, 修订版 A, NP)
snes daigensn	大力工头 - 阿源君 (日本)
snes daikok2	大航海时代2 (日本)
snes daikokai	大航海时代 (日本, 修订版 A, NP)
snes daikokaia	大航海时代 (日本)
snes daimono2	大贝兽物语 2 (日本)
snes daimonog	大贝兽物语 (日本, 修订版 A)
snes daimonoga	大贝兽物语 (日本)
snes daisenx	大战略 (日本)
snes daisenx2	大战略-欧洲战场 (日本)
snes danzarb	龙骑兵团 (日本)
snes dariusfc	大流士-力量 (日本)
snes dariustw	大流士-双人版 (欧洲)
snes dariustwj	大流士-双人版 (日本)
snes dariustwu	大流士-双人版 (美国)
snes darkhalf	隐逝的黑暗 (日本)
snes darkking	黑暗领域 (日本)
snes darkkingp	黑暗领域 (日本, 原型版 ver. 0.55)
snes darklaw	黑暗法典 (日本)
snes dazexmas	圣诞前夜 (欧洲)
snes dbzbuto2j	龙珠Z - 超武斗传 2 (日本, 修订版 A)
snes dbzbuto2ja	龙珠Z - 超武斗传 2 (日本)
snes dbzbuto2ja1	龙珠Z - 超武斗传 2 (日本, 替换版)
snes dbzbuto3	龙珠Z - 超武斗传 3 (日本)
snes dbzbutod	龙珠Z - 超武斗传 (法国)
snes dbzbutodj	龙珠Z - 超武斗传 (日本)
snes dbzbutodja	龙珠Z - 超武斗传 (日本, 替换版)
snes dbzbutodjs	龙珠Z - 超武斗传 (日本, 样本)
snes dbzchom	龙珠Z-超武斗传3 (韩国)
snes dbzhypd	龙珠Z - 超次元战记 (法国)
snes dbzhypdj	龙珠Z - 超次元战记 (日本)
snes dbzkaku	龙珠Z - 超悟空传突激篇 (日本)
snes dbzmenac	龙珠Z-超武斗传3 (法国)
snes dbzsaiya	龙珠Z - 超级赛亚人传说 (日本, 修订版 A)
snes dbzsaiya1	龙珠Z - 超级赛亚人传说 (日本)
snes dbztotsu	龙珠Z - 超悟空传觉醒篇 (日本)
snes ddanpei	焰之斗球儿 (日本)
snes ddanpeis	焰之斗球儿 (日本, 样本)
snes ddragon5	双截龙 5 - 阴影降临 (欧洲)
snes ddragon5u	双截龙 5 - 阴影降临 (美国)
snes deaddanc	死亡之舞 (日本)
snes deaetono	白痴殿下-光明一番 (日本)
snes dearboys	灌篮少年 (日本)
snes dearth	龙族地球 (日本)
snes deathbra	死亡摔角 (日本)
snes deathret	超人之浴火重生 (欧洲)
snes deathretu	超人之浴火重生 (美国, 修订版 A)
snes deathretu1	超人之浴火重生 (美国)
snes dekitate	美少女高校经营 (日本)
snes demoman	越空狂龙 (欧洲)
snes demomanu	越空狂龙 (美国)
snes demonblz	恶魔纹章-魔界村紋章篇 (日本)
snes demonblzp	恶魔纹章-魔界村紋章篇 (日本, 原型版)
snes demoncrt	恶魔纹章-魔界村紋章篇 (欧洲)
snes demoncrtu	恶魔纹章-魔界村紋章篇 (美国)
snes dennis	丹尼斯 (欧洲)
snes dennisu	丹尼斯 (美国)
snes derbyjo2	德比赛马2 (日本)
snes derbyjoc	德比赛马-骑手王之道 (日本, 修订版 A)
snes derbyjoca	德比赛马-骑手王之道 (日本)
snes desertf	沙漠雄鹰-沙丘夺还战 (欧洲)
snes desertfj	沙漠雄鹰-沙丘夺还战 (日本)
snes desertfp	沙漠雄鹰-沙丘夺还战 (欧洲, 原型版)
snes destruct	毁灭 (日本)
snes dezaemon	描绘卫门 (日本)
snes dforce	维度武力 (美国)
snes dharma	达摩道场 (日本)
snes digimon	数码宝贝大冒险
snes digimonh	数码宝贝大冒险 (破解版)
snes digspike	排球与沙滩排球 (美国)
snes dimensfc	空中力量 (日本)
snes dinocity	恐龙王国大冒险 (欧洲)
snes dinocityu	恐龙王国大冒险 (美国)
snes dinodini	迪诺蒂尼-足球 (欧洲)
snes dinowars	恐龙 - 恐龙王国大冒险 (日本)
snes dion	超钢战机 (日本)
snes dionp	超钢战机 (日本, 原型版)
snes dirtrace	泥泞赛车 (欧洲)
snes dirttrax	场地越野摩托车 (欧洲)
snes dirttraxu	场地越野摩托车 (美国)
snes dknight4	龙骑士 4 (日本)
snes dkongc	超级大金刚 (欧洲, 修订版 A)
snes dkongc2	超级大金刚2 (欧洲, 修订版 A)
snes dkongc2g	超级大金刚2 (德国, 修订版 A)
snes dkongc2ga	超级大金刚2 (德国)
snes dkongc2j	超级大金刚 2 - Dixie & Diddy (日本, 修订版 A)
snes dkongc2j1	超级大金刚 2 - Dixie & Diddy (日本, 修订版 A, 替换版)
snes dkongc2ja	超级大金刚 2 - Dixie & Diddy (日本)
snes dkongc2ja1	超级大金刚 2 - Dixie & Diddy (日本, 替换版)
snes dkongc2u	超级大金刚2 (美国, 修订版 A)
snes dkongc2ua	超级大金刚2 (美国)
snes dkongc3	超级大金刚3 (欧洲)
snes dkongc3j	超级大金刚 3 - 谜のクレミス岛 (日本, 修订版 A)
snes dkongc3ja	超级大金刚 3 - 谜のクレミス岛 (日本)
snes dkongc3u	超级大金刚3 (美国)
snes dkongca	超级大金刚 (欧洲)
snes dkongcj	超级大金刚 (日本, 修订版 A)
snes dkongcja	超级大金刚 (日本)
snes dkongcu	超级大金刚 (美国, 修订版 B)
snes dkongcua	超级大金刚 (美国, 修订版 A)
snes dkongcub	超级大金刚 (美国)
snes dkongcuce	超级大金刚美版 (美国, not for sale)
snes dlair	龙穴历险 (欧洲)
snes dlairp	龙穴历险 (欧洲, 原型版)
snes dlairu	龙穴历险 (美国)
snes dmagic	龙穴历险 (日本)
snes dmaster	地下城主人 (欧洲)
snes dmasterj	地下城主人 (日本, 修订版 A)
snes dmasterj1	地下城主人 (日本)
snes dmasteru	地下城主人 (美国)
snes dokap321	多卡波王国321 (日本, 修订版 A)
snes dokap321a	多卡波王国321 (日本)
snes dokapon4	多卡波王国4 (日本)
snes dokapon4p	多卡波王国4 (日本, 原型版, Ver 07.431)
snes dokapon4p1	多卡波王国4 (日本, 原型版, Ver 07.315)
snes dokapong	多卡波王国外传 (日本)
snes dokyuse2	同级生 2 (日本, NP)
snes dolaleag	猫仔哥足球 (日本)
snes dolkusay	多拉奇棒球 (日本)
snes dolpuz94	多拉奇解谜巡回'94 (日本)
snes donaldd	唐老鸭-魔法帽 (日本)
snes doom	毁灭战士 (欧洲)
snes doomj	毁灭战士 (日本)
snes doomsday	末日战士 (美国)
snes doomu	毁灭战士 (美国)
snes doraemn2	哆啦A梦 2 - 大雄的玩具先锋大冒险 (日本)
snes doraemn2p	哆啦A梦 2 - 大雄的玩具先锋大冒险 (日本, 原型版)
snes doraemn3	哆啦A梦 3 - 大雄与时之宝玉 (日本)
snes doraemn4	哆啦A梦 4 - 大雄与月之王国 (日本)
snes doraemon	哆啦A梦 - 大雄与妖精王国 (日本, 修订版 A)
snes doraemona	哆啦A梦 - 大雄与妖精王国 (日本)
snes doremifa	哆来咪幻想大冒险 (日本)
snes dossungb	岩石大战 (日本)
snes downtown	热血棒球物语 - 野球で勝負だ！くにおくん (日本)
snes downwrld	直到世界末日-默维尔的野心 (日本)
snes downwrldd	直到世界末日-默维尔的野心 (日本, Rolling Demo)
snes dquest12	勇者斗恶龙 1 & 2 (日本)
snes dquest3	勇者斗恶龙 3 - 传说的终结 (日本)
snes dquest5	勇者斗恶龙 5 - 天空的新娘 (日本)
snes dquest6	勇者斗恶龙 6 - 幻之大地 (日本)
snes dquest6a	勇者斗恶龙 6 - 幻之大地 (日本, 替换版)
snes dracula	布莱姆斯托克的德古拉 (欧洲)
snes draculau	布莱姆斯托克的德古拉 (美国)
snes draculaup	布莱姆斯托克的德古拉 (美国, 原型版)
snes dragon	李小龙传 (欧洲)
snes dragonu	李小龙传 (美国)
snes drakkhen	黑暗旋律 (欧洲)
snes drakkheng	黑暗旋律 (德国)
snes drakkhenj	黑暗旋律 (日本)
snes drakkhenu	黑暗旋律 (美国)
snes dreambas	梦幻篮球 (日本)
snes dreamtv	梦幻电视 (美国)
snes dreamtvp	梦幻电视 (美国, 原型版)
snes dreamtvp1	梦幻电视 (美国, 原型版, 替换版)
snes drfrankn	弗兰肯的冒险 (欧洲)
snes drfranknu	弗兰肯的冒险 (美国)
snes drmario	超级马里奥系列 - 马里奥医生 (日本, NP)
snes dslayed	屠龙者-英雄传说 (日本)
snes dslayed2	屠龙者-英雄传说2 (日本)
snes dslayednp	屠龙者-英雄传说 (日本, 修订版 A, NP)
snes dstall2	德比种马2 (日本)
snes dstall3	德比种马3 (日本, 修订版 D)
snes dstall3a	德比种马3 (日本, 修订版 B)
snes dstall3b	德比种马3 (日本, 修订版 A)
snes dstall3c	德比种马3 (日本)
snes dstall3ca	德比种马3 (日本, 替换版)
snes dstall96	德比种马'96 (日本)
snes dstall98	德比种马'98 (日本, NP)
snes dstrike	沙漠风暴-港湾夺还战 (欧洲)
snes dstrikej	沙漠风暴-港湾夺还战 (日本)
snes dstrikeu	沙漠风暴-港湾夺还战 (美国)
snes dualorb2	双珠-圣灵珠传说2 (日本)
snes dunquest	勇者 - 魔神封印传说 (日本)
snes dview	超级屠龙传记 (美国)
snes dynastad	动感体育场 (日本)
snes earthbnd	地球冒险2 (美国)
snes earthbndp	地球冒险2 (美国, 原型版 19950327)
snes earthdef	地球防卫力量 (欧洲)
snes earthdefu	地球防卫力量 (美国)
snes earthlgt	太空模拟战 (日本)
snes earthlun	太空模拟战 - 攻击月亮 (日本)
snes ebisumar	大盗伍佑卫门-凯塔门之谜 (日本)
snes edonokib	牙 (日本)
snes eek	欢叫猫 (欧洲)
snes eeku	欢叫猫 (美国)
snes ejim	蚯蚓吉姆 (欧洲)
snes ejim2	蚯蚓吉姆 2 (欧洲)
snes ejim2u	蚯蚓吉姆 2 (美国)
snes ejim2up	蚯蚓吉姆 2 (美国, 原型版)
snes ejimj	蚯蚓吉姆 (日本)
snes ejimu	蚯蚓吉姆 (美国)
snes ejimup	蚯蚓吉姆 (美国, 原型版 19940819)
snes ejimus	蚯蚓吉姆-玩家特别版 (美国, 原型版 19940804)
snes elfaria	未来勇士 - 幸福岛 (日本)
snes elfaria2	未来勇士 2 - The Quest of the Meld (日本)
snes elfariap	未来勇士 - 幸福岛 (日本, 原型版)
snes elitesoc	世界杯前锋 (美国)
snes elnard	时空引导者 (日本)
snes emeraldd	翡翠龙 (日本)
snes emit1	时之迷子Vol. 1 (日本)
snes emit2	时之迷子Vol. 2 (日本)
snes emit3	时之迷子Vol. 3 (日本)
snes emmittsf	埃米特史密斯-橄榄球 (美国)
snes energybr	光能战士 (日本)
snes equinox	秘境魔宝2 (欧洲)
snes equinoxu	秘境魔宝2 (美国)
snes equinoxup	秘境魔宝2 (美国, 原型版)
snes esb	超级星球大战-帝国反击战 (欧洲, 修订版 A)
snes esba	超级星球大战-帝国反击战 (欧洲)
snes esbj	超级星球大战-帝国反击战 (日本)
snes esbp	超级星球大战-帝国反击战 (欧洲, 原型版)
snes esbu	超级星球大战-帝国反击战 (美国, 修订版 A)
snes esbua	超级星球大战-帝国反击战 (美国)
snes esparks	异次元空间的来访者 (日本)
snes espnbb	娱乐与体育节目电视网-棒球之夜 (欧洲)
snes espnbbu	娱乐与体育节目电视网-棒球之夜 (美国)
snes espnbbup	娱乐与体育节目电视网-棒球之夜 (美国, 原型版)
snes espnhn	娱乐与体育节目电视网-国家冰球之夜 (美国)
snes espnnfl	娱乐与体育节目电视网-国家橄榄球联盟周日之夜 (美国)
snes espnsped	娱乐与体育节目电视网-急速世界 (美国)
snes espnspedp	娱乐与体育节目电视网-急速世界 (美国, 原型版)
snes estpoli2	四狂神战记 2 (日本)
snes estpolis	四狂神战记 (日本)
snes estpolisa	四狂神战记 (日本, 修订版 A)
snes eurit	银河夺旗战 (美国, 原型版 19950529)
snes eurofoot	帽子戏法-足球英雄 (欧洲)
snes eurosens	欧陆战线 (日本)
snes evermore	埃薇莫的秘宝 (欧洲)
snes evermoref	埃薇莫的秘宝 (法国)
snes evermoreg	埃薇莫的秘宝 (德国)
snes evermores	埃薇莫的秘宝 (西班牙)
snes evermoreu	埃薇莫的秘宝 (美国)
snes evo	46亿年物语 (美国)
snes exhaust	喷热赛车 (欧洲)
snes exhaust2	喷热赛车2 (日本)
snes exhaustj	喷热赛车 (日本)
snes extrainn	棒球决胜局 (美国)
snes eyebehol	偷窥之眼 (美国)
snes eyebeholj	偷窥之眼 (日本)
snes f15strik	F15超级战鹰 (日本)
snes f1gp	一级方程式国际长途大奖赛 (日本)
snes f1gp2	一级方程式国际长途大奖赛2 (日本)
snes f1gp3	一级方程式国际长途大奖赛3 (日本)
snes f1hero	中岛悟-超级一级方程式英雄 (日本)
snes f1hero94	中岛悟-一级方程式英雄'94 (日本)
snes f1polep2	一级方程式首发2 (欧洲)
snes f1polepo	一级方程式首发 (欧洲)
snes f1polepou	一级方程式首发 (美国)
snes f1polepoup	一级方程式首发 (美国, 原型版)
snes f1roc	喷热赛车 (美国)
snes f1roc2	喷热赛车2 (美国)
snes f1wce	一级方程式世界冠军赛 (欧洲)
snes faceball	脸球2000 (美国)
snes falcon	猎鹰 (美国, 原型版)
snes famfeud	家庭积怨 (美国, 修订版 A)
snes famfeuda	家庭积怨 (美国)
snes famibunk	任天堂文库-启程之森 (日本, NP)
snes famicirc	超级家庭巡迴赛 (日本)
snes famigela	超级家庭滑雪 (日本, NP)
snes famildog	家犬 (欧洲)
snes famildogu	家犬 (美国)
snes famitc2	任天堂侦探俱乐部2 (日本, 修订版 A, NP)
snes famitc2a	任天堂侦探俱乐部2 (日本, NP)
snes famitenn	超级家庭网球 (日本)
snes famiwars	超级任天堂大作战 (日本, NP)
snes farland	法兰多传说 (日本)
snes farland2	法兰多传说2 (日本)
snes fatfursp	饿狼传说-特别版 (欧洲)
snes fatfurspp	饿狼传说-特别版 (欧洲, 原型版)
snes fatfurspu	饿狼传说-特别版 (美国)
snes fatfury	饿狼传说-宿命之战 (欧洲)
snes fatfury2	饿狼传说2-新的战斗 (欧洲)
snes fatfury2u	饿狼传说2-新的战斗 (美国)
snes fatfury2up	饿狼传说2-新的战斗 (美国, 原型版)
snes fatfuryu	饿狼传说-宿命之战 (美国)
snes feda	王者之师 - 正义之纹章 (日本)
snes fedap	王者之师 - 正义之纹章 (日本, 原型版)
snes feverpit	狂热足球 (欧洲)
snes feverpitp	狂热足球 (欧洲, 原型版)
snes ffant2	最终幻想4 (美国, 修订版 A)
snes ffant2a	最终幻想4 (美国)
snes ffant3	最终幻想6 (美国, 修订版 A)
snes ffant3a	最终幻想6 (美国)
snes ffant3p	最终幻想6 (美国, 原型版)
snes ffant4j	最终幻想 4 (日本, 修订版 A)
snes ffant4ja	最终幻想 4 (日本)
snes ffant4je	最终幻想4-简单版 (日本)
snes ffant5j	最终幻想 5 (日本)
snes ffant5ja	最终幻想 5 (日本, 替换版)
snes ffant6j	最终幻想 6 (日本)
snes ffant6ja	最终幻想 6 (日本, 替换版)
snes ffantmq	最终幻想-神秘历险 (美国, 修订版 A)
snes ffantmqa	最终幻想-神秘历险 (美国)
snes ffantmqj	最终幻想 USA - 神秘历险 (日本)
snes ffight	快打旋风 (欧洲)
snes ffight2	快打旋风 2 (欧洲)
snes ffight2j	快打旋风 2 (日本)
snes ffight2u	快打旋风 2 (美国)
